v26 t=222.8 w7 hp=139.0/175.0 h=(0.0,-35.4) p=(5.9,-34.3) g=5 pan=380 stl=0 alive=10 wr=0 th=0 std=7 wrk=0 suit=60.0 dome=far-side-landing-yard cred=2/4 win=1 cw=1 reach=1 bl=0 wh=0 probe=true
v27 t=225.8 w7 hp=139.0/175.0 h=(0.0,-44.2) p=(9.0,-22.0) g=45 pan=420 stl=0 alive=6 wr=0 th=0 std=7 wrk=0 suit=60.0 dome=far-side-landing-yard cred=2/4 win=1 cw=1 reach=1 bl=0 wh=0 probe=true
v28 t=240.0 w8 hp=139.0/175.0 h=(0.0,-34.5) p=(-2.0,-35.6) g=45 pan=420 stl=0 alive=22 wr=0 th=0 std=7 wrk=0 suit=60.0 dome=far-side-landing-yard cred=2/4 win=2 cw=0 reach=1 bl=0 wh=0 probe=true
v29 t=243.3 w8 hp=139.0/175.0 h=(0.0,-18.1) p=(-1.8,-27.0) g=45 pan=420 stl=0 alive=15 wr=0 th=0 std=7 wrk=0 suit=58.0 dome=null cred=2/4 win=2 cw=0 reach=1 bl=0 wh=0 probe=true
v30 t=260.6 w8 hp=117.4/175.0 h=(0.0,3.2) p=(-1.6,8.9) g=45 pan=420 stl=0 alive=14 wr=0 th=0 std=7 wrk=0 suit=40.6 dome=null cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v31 t=270.0 w9 hp=117.4/175.0 h=(0.0,-45.5) p=(4.8,-19.6) g=45 pan=420 stl=0 alive=36 wr=0 th=0 std=7 wrk=0 suit=50.6 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v32 t=281.0 w9 hp=117.4/175.0 h=(0.0,-34.0) p=(-5.0,-23.9) g=105 pan=480 stl=0 alive=27 wr=0 th=0 std=7 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v33 t=286.0 w9 hp=117.4/175.0 h=(0.0,-45.6) p=(16.0,-34.0) g=115 pan=490 stl=0 alive=18 wr=0 th=0 std=7 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v34 t=293.1 w9 hp=117.4/175.0 h=(0.0,-34.1) p=(-9.0,-22.0) g=125 pan=500 stl=0 alive=13 wr=0 th=0 std=7 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v35 t=294.3 w9 hp=117.4/175.0 h=(0.0,-34.1) p=(-3.8,-24.5) g=125 pan=500 stl=0 alive=11 wr=0 th=0 std=7 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v36 t=300.0 w10 hp=117.4/175.0 h=(0.0,-44.0) p=(10.4,-35.3) g=0 pan=500 stl=0 alive=26 wr=0 th=0 std=8 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v37 t=308.9 w10 hp=117.4/175.0 h=(0.0,-34.5) p=(-1.6,-35.9) g=0 pan=500 stl=0 alive=19 wr=0 th=0 std=8 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v38 t=326.2 w10 hp=117.4/175.0 h=(0.0,-45.9) p=(16.0,-34.0) g=70 pan=570 stl=0 alive=11 wr=0 th=0 std=8 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v39 t=330.0 w11 hp=117.4/175.0 h=(0.0,-34.9) p=(4.8,-29.4) g=70 pan=570 stl=0 alive=31 wr=0 th=0 std=8 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v40 t=333.1 w11 hp=117.4/175.0 h=(0.0,-44.4) p=(-8.3,-22.4) g=70 pan=570 stl=0 alive=27 wr=0 th=0 std=8 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v41 t=335.2 w11 hp=117.4/175.0 h=(0.0,-37.4) p=(-9.0,-22.0) g=80 pan=580 stl=0 alive=25 wr=0 th=0 std=8 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v42 t=346.6 w11 hp=110.2/175.0 h=(0.0,-45.8) p=(-1.8,-47.1) g=5 pan=580 stl=0 alive=18 wr=0 th=0 std=9 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v43 t=353.2 w11 hp=110.2/175.0 h=(0.0,-34.0) p=(-9.0,-22.0) g=55 pan=630 stl=0 alive=12 wr=0 th=0 std=9 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v44 t=358.7 w11 hp=110.2/175.0 h=(0.0,-45.9) p=(9.0,-22.0) g=105 pan=680 stl=0 alive=13 wr=0 th=0 std=9 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=2 cw=1 reach=1 bl=0 wh=0 probe=true
v45 t=360.0 w12 hp=110.2/175.0 h=(0.0,-46.0) p=(11.3,-27.4) g=105 pan=680 stl=0 alive=31 wr=0 th=0 std=9 wrk=0 suit=60.0 dome=far-side-landing-yard cred=3/4 win=3 cw=0 reach=1 bl=0 wh=0 probe=true
v46 t=365.6 w12 hp=103.0/175.0 h=(0.0,-15.4) p=(14.0,-38.8) g=105 pan=680 stl=0 alive=15 wr=0 th=0 std=9 wrk=0 suit=57.5 dome=null cred=3/4 win=3 cw=0 reach=1 bl=0 wh=0 probe=true
v47 t=390.0 w13 hp=95.8/175.0 h=(0.0,-41.5) p=(-0.6,-17.6) g=105 pan=680 stl=0 alive=46 wr=0 th=0 std=9 wrk=0 suit=43.2 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v48 t=395.4 w13 hp=95.8/175.0 h=(0.0,-46.5) p=(14.8,-38.6) g=10 pan=680 stl=0 alive=39 wr=0 th=0 std=10 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v49 t=405.9 w13 hp=95.8/175.0 h=(0.0,-33.9) p=(-8.4,-22.0) g=70 pan=740 stl=0 alive=24 wr=0 th=0 std=10 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v50 t=419.9 w13 hp=95.8/175.0 h=(0.0,-46.8) p=(9.0,-22.0) g=30 pan=760 stl=0 alive=14 wr=0 th=0 std=11 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v51 t=420.0 w14 hp=95.8/175.0 h=(0.0,-46.8) p=(9.0,-22.0) g=30 pan=760 stl=0 alive=33 wr=0 th=0 std=11 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v52 t=425.2 w14 hp=95.8/175.0 h=(0.0,-33.4) p=(-9.0,-22.0) g=50 pan=780 stl=0 alive=20 wr=0 th=0 std=11 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v53 t=425.3 w14 hp=95.8/175.0 h=(0.0,-33.4) p=(-9.0,-22.0) g=50 pan=780 stl=0 alive=19 wr=0 th=0 std=11 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v54 t=443.8 w14 hp=95.8/175.0 h=(0.0,-46.9) p=(-1.7,-48.2) g=50 pan=780 stl=0 alive=11 wr=0 th=0 std=11 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v55 t=450.0 w15 hp=95.8/175.0 h=(0.0,-32.5) p=(-8.7,-22.8) g=50 pan=780 stl=0 alive=33 wr=0 th=0 std=11 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v56 t=460.3 w15 hp=95.8/175.0 h=(0.0,-47.5) p=(-9.0,-22.0) g=130 pan=860 stl=0 alive=32 wr=0 th=0 std=11 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v57 t=468.1 w15 hp=95.8/175.0 h=(0.0,-47.5) p=(12.0,-41.1) g=70 pan=860 stl=0 alive=21 wr=0 th=0 std=12 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v58 t=474.4 w15 hp=74.2/175.0 h=(0.0,-47.5) p=(-16.6,-32.6) g=60 pan=860 stl=0 alive=14 wr=0 th=0 std=13 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v59 t=474.5 w15 hp=74.2/175.0 h=(0.0,-47.5) p=(-17.0,-32.3) g=50 pan=860 stl=0 alive=14 wr=0 th=0 std=14 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v60 t=474.5 w15 hp=74.2/175.0 h=(0.0,-47.5) p=(-16.7,-32.2) g=40 pan=860 stl=0 alive=14 wr=0 th=0 std=15 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v61 t=474.8 w15 hp=74.2/175.0 h=(0.0,-47.5) p=(-15.4,-31.9) g=30 pan=860 stl=0 alive=15 wr=0 th=0 std=16 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v62 t=475.6 w15 hp=74.2/175.0 h=(0.0,-47.5) p=(-11.6,-31.6) g=20 pan=860 stl=0 alive=16 wr=0 th=0 std=17 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=3 cw=1 reach=1 bl=0 wh=0 probe=true
v63 t=480.0 w16 hp=74.2/175.0 h=(0.0,-36.9) p=(8.4,-32.0) g=10 pan=860 stl=0 alive=35 wr=0 th=0 std=18 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v64 t=486.0 w16 hp=74.2/175.0 h=(0.0,-47.0) p=(9.0,-22.0) g=50 pan=910 stl=0 alive=26 wr=0 th=0 std=19 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v65 t=487.0 w16 hp=74.2/175.0 h=(0.0,-47.0) p=(11.3,-26.1) g=40 pan=910 stl=0 alive=21 wr=0 th=0 std=20 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v66 t=487.5 w16 hp=74.2/175.0 h=(0.0,-47.1) p=(13.4,-27.7) g=30 pan=910 stl=0 alive=20 wr=0 th=0 std=21 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v67 t=488.3 w16 hp=74.2/175.0 h=(0.0,-47.1) p=(16.7,-28.9) g=20 pan=910 stl=0 alive=36 wr=0 th=0 std=22 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v68 t=491.6 w16 hp=74.2/175.0 h=(0.0,-47.1) p=(1.0,-31.0) g=20 pan=910 stl=0 alive=28 wr=0 th=0 std=22 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v69 t=510.0 w17 hp=67.0/175.0 h=(0.0,-31.8) p=(-10.4,-34.0) g=20 pan=920 stl=0 alive=33 wr=0 th=0 std=23 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v70 t=518.0 w17 hp=67.0/175.0 h=(0.0,-48.5) p=(12.4,-34.0) g=10 pan=920 stl=0 alive=38 wr=0 th=0 std=24 wrk=0 suit=57.0 dome=null cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v71 t=528.5 w17 hp=31.0/175.0 h=(0.0,-31.6) p=(16.0,-34.0) g=10 pan=930 stl=0 alive=21 wr=0 th=0 std=25 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v72 t=536.0 w17 hp=23.8/175.0 h=(6.2,-44.6) p=(1.6,-41.8) g=10 pan=930 stl=0 alive=14 wr=0 th=0 std=25 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v73 t=540.0 w18 hp=76.8/175.0 h=(-18.2,-44.0) p=(-4.6,-45.3) g=10 pan=930 stl=0 alive=35 wr=0 th=0 std=25 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v74 t=562.8 w18 hp=26.4/175.0 h=(8.8,-38.8) p=(-16.0,-34.0) g=80 pan=1010 stl=0 alive=34 wr=0 th=0 std=26 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v75 t=570.0 w19 hp=4.8/175.0 h=(-1.8,-44.3) p=(-12.8,-44.6) g=80 pan=1010 stl=0 alive=45 wr=0 th=0 std=26 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v76 t=570.4 w19 hp=4.8/175.0 h=(1.7,-44.3) p=(-11.6,-44.7) g=80 pan=1010 stl=0 alive=42 wr=0 th=0 std=26 wrk=0 suit=60.0 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v77 t=591.4 w19 hp=0.2/175.0 h=(-29.0,-44.0) p=(9.0,-22.0) g=100 pan=1030 stl=0 alive=23 wr=0 th=0 std=26 wrk=0 suit=54.8 dome=null cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
v78 t=592.5 w19 hp=0.0/175.0 h=(-23.8,-44.0) p=(8.5,-22.4) g=100 pan=1030 stl=0 alive=23 wr=0 th=0 std=26 wrk=0 suit=53.9 dome=far-side-landing-yard cred=4/4 win=4 cw=0 reach=1 bl=0 wh=0 probe=true
